timestamp,energy_kw
2024-01-01 00:00:00,50.993428306022466
2024-01-01 01:00:00,52.31166184868284
2024-01-01 02:00:00,56.29537707620138
2024-01-01 03:00:00,60.11712752468153
2024-01-01 04:00:00,58.191947288397714
2024-01-01 05:00:00,59.19098434899232
2024-01-01 06:00:00,63.15842563101478
2024-01-01 07:00:00,61.1941277211965
2024-01-01 08:00:00,57.721305265974486
2024-01-01 09:00:00,58.156187899037405
2024-01-01 10:00:00,54.073164614375074
2024-01-01 11:00:00,51.656730943884696
2024-01-01 12:00:00,50.48392454313207
2024-01-01 13:00:00,43.5852490596592
2024-01-01 14:00:00,41.550164334973935
2024-01-01 15:00:00,41.80435712965259
2024-01-01 16:00:00,39.31408372148677
2024-01-01 17:00:00,40.96923640229986
2024-01-01 18:00:00,38.18395184895758
2024-01-01 19:00:00,37.51613433443873
2024-01-01 20:00:00,44.271043499998726
2024-01-01 21:00:00,42.47737958716145
2024-01-01 22:00:00,45.13505640937584
2024-01-01 23:00:00,44.562313176547875
2024-01-02 00:00:00,52.82039196328979
2024-01-02 01:00:00,56.719193042785086
2024-01-02 02:00:00,56.60717025749555
2024-01-02 03:00:00,61.73162126089697
2024-01-02 04:00:00,61.36813407034692
2024-01-02 05:00:00,62.985028175644274
2024-01-02 06:00:00,62.70574418788136
2024-01-02 07:00:00,67.2729720442487
2024-01-02 08:00:00,62.542417000708674
2024-01-02 09:00:00,58.86480336629383
2024-01-02 10:00:00,60.55424723654653
2024-01-02 11:00:00,54.05566056342332
2024-01-02 12:00:00,54.32688460234966
2024-01-02 13:00:00,47.401626713555395
2024-01-02 14:00:00,46.25278531454329
2024-01-02 15:00:00,47.23181207221293
2024-01-02 16:00:00,46.72583653448659
2024-01-02 17:00:00,44.59263571182941
2024-01-02 18:00:00,43.67786084756367
2024-01-02 19:00:00,43.64769175827088
2024-01-02 20:00:00,42.291859393760916
2024-01-02 21:00:00,45.39840118368526
2024-01-02 22:00:00,47.98787987042057
2024-01-02 23:00:00,53.43521141375277
2024-01-03 00:00:00,55.56187614004604
2024-01-03 01:00:00,53.93674970120885
2024-01-03 02:00:00,60.52280749969871
2024-01-03 03:00:00,61.17554281194196
2024-01-03 04:00:00,62.181049598141584
2024-01-03 05:00:00,65.75725040148154
2024-01-03 06:00:00,66.93663860590102
2024-01-03 07:00:00,66.3964580620322
2024-01-03 08:00:00,61.856458552308226
2024-01-03 09:00:00,61.327282621072165
2024-01-03 10:00:00,60.53716642371624
2024-01-03 11:00:00,59.41392026617905
2024-01-03 12:00:00,53.91629108521854
2024-01-03 13:00:00,51.91513115655628
2024-01-03 14:00:00,47.66196961289706
2024-01-03 15:00:00,45.41115850088231
2024-01-03 16:00:00,47.839437167853134
2024-01-03 17:00:00,47.92786135516008
2024-01-03 18:00:00,44.73061931774845
2024-01-03 19:00:00,47.22244709380248
2024-01-03 20:00:00,46.93765757316
2024-01-03 21:00:00,46.513332239833396
2024-01-03 22:00:00,50.597430771925936
2024-01-03 23:00:00,55.36252224281584
2024-01-04 00:00:00,52.09776661736789
2024-01-04 01:00:00,57.88689645824101
2024-01-04 02:00:00,51.929928487408304
2024-01-04 03:00:00,60.88429151620372
2024-01-04 04:00:00,61.00376686990852
2024-01-04 05:00:00,61.23066225754674
2024-01-04 06:00:00,62.3529402486588
2024-01-04 07:00:00,57.85353912927669
2024-01-04 08:00:00,60.390328957757156
2024-01-04 09:00:00,59.95471165047676
2024-01-04 10:00:00,60.12520678507082
2024-01-04 11:00:00,53.72106871006571
2024-01-04 12:00:00,50.55243148980142
2024-01-04 13:00:00,48.577714157393515
2024-01-04 14:00:00,49.00022293099194
2024-01-04 15:00:00,45.755853103041694
2024-01-04 16:00:00,42.44964425020933
2024-01-04 17:00:00,43.536695298923824
2024-01-04 18:00:00,42.36357379428387
2024-01-04 19:00:00,44.44745041376289
2024-01-04 20:00:00,42.105058469988705
2024-01-04 21:00:00,44.443026590526785
2024-01-04 22:00:00,46.385202389323474
2024-01-04 23:00:00,46.654198348298344
2024-01-05 00:00:00,48.42282185854137
2024-01-05 01:00:00,50.940882299797195
2024-01-05 02:00:00,52.84080821769714
2024-01-05 03:00:00,54.432474849527395
2024-01-05 04:00:00,53.66009385815577
2024-01-05 05:00:00,56.648548921772175
2024-01-05 06:00:00,57.145152271358675
2024-01-05 07:00:00,55.885285028859656
2024-01-05 08:00:00,56.16826391892458
2024-01-05 09:00:00,55.70975082990677
2024-01-05 10:00:00,56.602953106833276
2024-01-05 11:00:00,50.7679273811011
2024-01-05 12:00:00,48.34568208585774
2024-01-05 13:00:00,45.093499021854676
2024-01-05 14:00:00,38.99303887381413
2024-01-05 15:00:00,40.70648574164831
2024-01-05 16:00:00,39.29078768644988
2024-01-05 17:00:00,43.097807266492104
2024-01-05 18:00:00,37.44585937484997
2024-01-05 19:00:00,38.77441772618875
2024-01-05 20:00:00,39.100903727157345
2024-01-05 21:00:00,38.42215741730767
2024-01-05 22:00:00,45.11622693344225
2024-01-05 23:00:00,46.74625691876055
2024-01-06 00:00:00,46.707424333176974
2024-01-06 01:00:00,45.89477598052661
2024-01-06 02:00:00,52.93094906096308
2024-01-06 03:00:00,49.392726125371794
2024-01-06 04:00:00,54.9593286645358
2024-01-06 05:00:00,59.16552995360152
2024-01-06 06:00:00,53.14428778882951
2024-01-06 07:00:00,53.65202324277602
2024-01-06 08:00:00,53.984917207110556
2024-01-06 09:00:00,51.189476942723964
2024-01-06 10:00:00,47.024033576958615
2024-01-06 11:00:00,47.85067683972815
2024-01-06 12:00:00,43.00075301163867
2024-01-06 13:00:00,43.48435484933604
2024-01-06 14:00:00,38.28651197062327
2024-01-06 15:00:00,41.1541614372605
2024-01-06 16:00:00,34.89859981657403
2024-01-06 17:00:00,34.82197914378885
2024-01-06 18:00:00,36.75239487383022
2024-01-06 19:00:00,33.004373543332285
2024-01-06 20:00:00,36.92002627045476
2024-01-06 21:00:00,40.66857813579026
2024-01-06 22:00:00,36.910393969968425
2024-01-06 23:00:00,42.90643770513028
2024-01-07 00:00:00,46.610608176156695
2024-01-07 01:00:00,50.24267878223968
2024-01-07 02:00:00,48.61694116590368
2024-01-07 03:00:00,50.520997173356776
2024-01-07 04:00:00,55.79497975673803
2024-01-07 05:00:00,56.344070197016904
2024-01-07 06:00:00,56.5918282883516
2024-01-07 07:00:00,56.442997269544485
2024-01-07 08:00:00,53.39104718234726
2024-01-07 09:00:00,53.62641779384733
2024-01-07 10:00:00,51.676987534257215
2024-01-07 11:00:00,47.25033020263233
2024-01-07 12:00:00,49.822391609949364
2024-01-07 13:00:00,44.450317978458216
2024-01-07 14:00:00,38.70823559325455
2024-01-07 15:00:00,40.33288199306204
2024-01-07 16:00:00,35.48122520936082
2024-01-07 17:00:00,38.005753532254076
2024-01-07 18:00:00,38.40803374567466
2024-01-07 19:00:00,34.79021968806574
2024-01-07 20:00:00,39.35734080830411
2024-01-07 21:00:00,39.84533662966737
2024-01-07 22:00:00,42.73496290764882
2024-01-07 23:00:00,47.296238101942535
2024-01-08 00:00:00,49.50922376799426
2024-01-08 01:00:00,51.08071812231022
2024-01-08 02:00:00,53.22097114074895
2024-01-08 03:00:00,55.4394472419346
2024-01-08 04:00:00,58.50605061901617
2024-01-08 05:00:00,60.34156221252397
2024-01-08 06:00:00,60.55338159866004
2024-01-08 07:00:00,61.31362476096273
2024-01-08 08:00:00,58.6862578216002
2024-01-08 09:00:00,59.97813596618011
2024-01-08 10:00:00,54.470686333524085
2024-01-08 11:00:00,58.028528784204454
2024-01-08 12:00:00,51.25133469553001
2024-01-08 13:00:00,45.69749443614223
2024-01-08 14:00:00,42.858215003877774
2024-01-08 15:00:00,43.893877018620906
2024-01-08 16:00:00,40.89282039150392
2024-01-08 17:00:00,41.7687427252935
2024-01-08 18:00:00,40.94647524914709
2024-01-08 19:00:00,40.195083911795564
2024-01-08 20:00:00,39.64615852601881
2024-01-08 21:00:00,39.89923773876279
2024-01-08 22:00:00,44.106970095865954
2024-01-08 23:00:00,49.12460713762173
2024-01-09 00:00:00,54.337344900600556
2024-01-09 01:00:00,54.00587030594138
2024-01-09 02:00:00,59.25551926404251
2024-01-09 03:00:00,61.7508599836633
2024-01-09 04:00:00,60.801696577782266
2024-01-09 05:00:00,63.87586588712189
2024-01-09 06:00:00,64.02557484923214
2024-01-09 07:00:00,61.282475079569586
2024-01-09 08:00:00,63.284986170881105
2024-01-09 09:00:00,62.101794276942094
2024-01-09 10:00:00,61.0752598986907
2024-01-09 11:00:00,58.60495196743517
2024-01-09 12:00:00,51.15381867642597
2024-01-09 13:00:00,49.4453168814847
2024-01-09 14:00:00,49.93922794675747
2024-01-09 15:00:00,47.8656615022991
2024-01-09 16:00:00,46.27899874710786
2024-01-09 17:00:00,51.955362130758914
2024-01-09 18:00:00,45.050938433726486
2024-01-09 19:00:00,46.52103042981066
2024-01-09 20:00:00,47.156906901482174
2024-01-09 21:00:00,48.140872103086274
2024-01-09 22:00:00,48.278618923059454
2024-01-09 23:00:00,52.83890540230147
2024-01-10 00:00:00,53.32898913183397
2024-01-10 01:00:00,56.989192798454305
2024-01-10 02:00:00,58.90391246525091
2024-01-10 03:00:00,62.109455651547236
